Local Authority Reference,Works Type,Casualty Class,Casualty Severity,FULLNAME,WORKTYPE_DESCRIPTION,Direction,CountyCode,DistrictNumber
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Fatal,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Serious,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Passenger,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
,,Pedestrian,Fatal,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Serious,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Driver,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Slight,,,,,
,,Pedestrian,Slight,,,,,
,,Pedestrian,Fatal,,,,,
,,Pedestrian,Slight,,,,,
,,Driver,Slight,,,,,
,,Passenger,Serious,,,,,
