Type,Severity,Accident Ref No.,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
,,10BA0006816,Passenger,Slight,Female,19
,,10BA0006817,Driver,Slight,Female,26
,,10BA0006823,Driver,Slight,Female,59
,,10BA0006823,Driver,Slight,Female,29
,,10BA0006823,Passenger,Slight,Female,41
,,10CA0480108,Driver,Slight,Male,54
,,10CA0480282,Pedestrian,Slight,Male,77
,,10CA0480746,Pedestrian,Slight,Female,27
,,10MU0006803,Driver,Slight,Male,34
,,10MU0480952,Driver,Slight,Female,19
,,10MU0480952,Passenger,Slight,Male,19
,,10AA0481130,Driver,Slight,Male,39
,,10AA0481130,Passenger,Slight,Male,40
,,10AA0482051,Passenger,Serious,Female,24
,,10AA0482051,Passenger,Slight,Male,21
,,10AA0482580,Driver,Slight,Male,28
,,10AA0482580,Driver,Slight,Male,72
,,10AA0482580,Passenger,Slight,Male,45
,,10BA0006835,Pedestrian,Slight,Female,23
,,10BA0006850,Driver,Slight,Male,38
,,10CA0481482,Driver,Slight,Male,20
,,10CA0481482,Passenger,Slight,Female,26
,,10CA0481482,Passenger,Slight,Female,14
,,10CA0482639,Driver,Serious,Female,69
,,10CA0482639,Driver,Slight,Female,39
,,10MU0006824,Driver,Slight,Female,27
,,10MU0006824,Driver,Slight,Female,25
,,10AA0484080,Driver,Slight,Male,29
,,10AA0484080,Driver,Slight,Male,30
,,10AA0484322,Pedestrian,Slight,Female,22
,,10AA0484322,Pedestrian,Slight,Female,23
,,10CA0486894,Driver,Slight,Female,22
,,10CA491750,Passenger,Slight,Female,51
,,10AA0485772,Driver,Slight,Male,53
,,10AA0485772,Passenger,Slight,Male,25
,,10BA0006846,Driver,Slight,Male,64
,,10BA0006863,Driver,Slight,Male,30
,,10CA0485715,Driver,Slight,Male,30
,,10CA0485964,Driver,Slight,Male,15
,,10AA0488909,Driver,Slight,Female,22
,,10AA0491735,Driver,Slight,Female,63
,,10AA0491735,Passenger,Slight,Female,29
,,10AA0488636,Driver,Slight,Female,32
,,10AA0488636,Driver,Slight,Female,45
,,10BA0488838,Driver,Slight,Male,18
,,10BA0488839,Pedestrian,Slight,Female,72
,,10BA0490326,Driver,Slight,Female,67
,,10BA0490326,Driver,Slight,Female,46
,,10CA0488335,Pedestrian,Slight,Male,25
,,10MU0006854,Driver,Slight,Male,36
,,10AA0489926,Passenger,Slight,Female,58
,,10AA0490609,Driver,Slight,Female,19
,,10AA0500283,Driver,Serious,Male,47
,,10BA0553573,Driver,Slight,Female,58
,,10AA0492628,Driver,Serious,Male,20
,,10BA0492609,Passenger,Slight,Male,16
,,10CA0492106,Pedestrian,Serious,Male,12
,,10CA0492120,Passenger,Slight,Female,81
,,10CA0492158,Pedestrian,Slight,Female,13
,,10CA0493713,Passenger,Slight,Female,45
,,10CA0500021,Driver,Serious,Male,17
,,10MU0006894,Driver,Slight,Female,47
,,10MU0006906,Driver,Slight,Male,59
,,10MU0006906,Driver,Slight,Male,29
,,10MU0006906,Driver,Serious,Male,35
,,10MU0006906,Driver,Slight,Female,66
,,10BA0492799,Driver,Slight,Female,45
,,10BA0494216,Driver,Slight,Male,58
,,10BA0494216,Driver,Slight,Female,25
,,10BA0495403,Pedestrian,Slight,Female,54
,,10BA0499476,Passenger,Slight,Female,89
,,10CA0006879,Driver,Slight,Male,44
,,10CA0494436,Driver,Slight,Female,29
,,10AA0495747,Driver,Slight,Male,19
,,10AA0495883,Driver,Slight,Female,23
,,10AA0495883,Driver,Slight,Male,32
,,10AA0495883,Driver,Slight,Female,26
,,10AA0495883,Passenger,Slight,Female,29
,,10AA0495886,Driver,Slight,Male,75
,,10AA0495886,Passenger,Slight,Female,75
,,10AA0496012,Pedestrian,Fatal,Female,62
,,10AA0496012,Driver,Slight,Female,46
,,10AA0496136,Driver,Slight,Male,54
,,10AA0496141,Driver,Slight,Male,20
,,10AA0497282,Driver,Slight,Female,31
,,10BA0496053,Driver,Serious,Male,41
,,10CA0495362,Driver,Slight,Male,61
,,10CA0495383,Driver,Serious,Male,50
,,10CA0496035,Driver,Slight,Male,38
,,10CA0496035,Driver,Slight,Female,48
,,10CA0496035,Passenger,Slight,Male,20
,,10CA0496432,Driver,Slight,Male,15
,,10MU0006898,Driver,Serious,Male,40
,,10AA0497283,Driver,Slight,Male,27
,,10AA0497652,Pedestrian,Slight,Male,25
,,10BA0497363,Driver,Slight,Male,18
,,10CA0497270,Passenger,Slight,Male,52
,,10CA0497331,Pedestrian,Serious,Female,12
,,10CA0513965,Pedestrian,Slight,Male,36
,,10MU0006901,Driver,Slight,Male,51
,,10BA0500018,Pedestrian,Slight,Male,11
,,10AA0499796,Driver,Slight,Male,43
,,10AA0500777,Pedestrian,Serious,Male,19
,,10AA0503117,Pedestrian,Slight,Female,19
,,10BA0499016,Passenger,Slight,Male,20
,,10BA0499016,Passenger,Slight,Male,22
,,10BA0500452,Passenger,Slight,Female,32
,,10CA0500345,Pedestrian,Serious,Female,12
,,10CA0500444,Driver,Slight,Female,38
,,10AA0502145,Pedestrian,Slight,Male,11
,,10AA0502259,Passenger,Slight,Female,64
,,10AA0502437,Driver,Slight,Female,47
,,10AA0502760,Driver,Slight,Male,30
,,10AA0503234,Passenger,Slight,Male,70
,,10AA0503234,Passenger,Slight,Female,73
,,10BA0502461,Passenger,Slight,Male,17
,,10BA0502461,Passenger,Slight,Male,16
,,10BA0502461,Passenger,Serious,Male,18
,,10BA0502461,Passenger,Slight,Male,17
,,10BA0502638,Driver,Slight,Female,24
,,10BA0502638,Driver,Slight,Male,21
,,10BA0504974,Driver,Slight,Female,24
,,10CA0501569,Passenger,Slight,Female,57
,,10CA0502695,Driver,Slight,Male,29
,,10AA0504026,Pedestrian,Slight,Male,36
,,10AA0509834,Driver,Slight,Male,29
,,10BA0503891,Driver,Slight,Male,61
,,10BA0503891,Driver,Slight,Female,43
,,10BA0504045,Driver,Slight,Male,27
,,10BA0504045,Driver,Slight,Male,26
,,10BA0504045,Passenger,Slight,Female,22
,,10BA0504045,Passenger,Slight,Male,10
,,10BA0504096,Driver,Slight,Male,43
,,10BA0504522,Driver,Slight,Male,46
,,10BA0504522,Driver,Slight,Female,29
,,10CA0503242,Driver,Slight,Male,49
,,10CA0503242,Driver,Slight,Male,41
,,10CA0505031,Pedestrian,Slight,Female,44
,,10CA0542818,Driver,Slight,Female,57
,,10MU0006910,Driver,Slight,Male,50
,,10AA0505542,Passenger,Slight,Male,1
,,10AA0505547,Pedestrian,Serious,Female,75
,,10AA0506119,Driver,Slight,Male,18
,,10AA0508423,Driver,Slight,Male,41
,,10BA0056566,Driver,Slight,Male,44
,,10BA0504692,Driver,Slight,Female,26
,,10BA0505521,Driver,Slight,Male,53
,,10BA0505521,Driver,Slight,Female,60
,,10BA0505521,Passenger,Slight,Male,63
,,10BA0506117,Driver,Slight,Male,53
,,10BA0514078,Pedestrian,Slight,Female,18
,,10CA0504576,Driver,Slight,Female,21
,,10CA0504710,Pedestrian,Slight,Female,22
,,10CA0506220,Driver,Slight,Male,45
,,10AA0506981,Pedestrian,Slight,Female,39
,,10AA0507521,Passenger,Slight,Female,20
,,10BA0507823,Driver,Slight,Female,46
,,10BA0509174,Driver,Slight,Female,39
,,10BA0509174,Passenger,Slight,Female,13
,,10BA0516577,Driver,Slight,Female,22
,,10MU0507777,Driver,Slight,Male,30
,,10MU0507777,Driver,Slight,Male,25
,,10MU0507777,Passenger,Slight,Male,38
,,10MU0507777,Passenger,Slight,Male,24
,,10MU0507777,Passenger,Slight,Male,19
,,10AA0513815,Driver,Slight,Female,27
,,10BA0509655,Driver,Slight,Female,19
,,10BA0509655,Driver,Slight,Male,41
,,10BA0516746,Driver,Slight,Male,39
,,10CA0509242,Pedestrian,Serious,Male,72
,,10CA0511888,Pedestrian,Slight,Female,16
,,10MU0006915,Passenger,Slight,Male,36
,,10AA0510216,Driver,Slight,Female,24
,,10BA0512805,Pedestrian,Slight,Female,70
,,10CA0509564,Driver,Slight,Female,41
,,10BA0513525,Driver,Slight,Male,15
,,10CA0511483,Driver,Slight,Female,27
,,10CA0511483,Driver,Slight,Male,73
,,10CA0511705,Passenger,Slight,Female,70
,,10MU0006936,Driver,Slight,Male,32
,,10MU0006948,Driver,Slight,Female,28
,,10MU0006948,Driver,Slight,Female,49
,,10MU0006949,Driver,Slight,Male,62
,,10MU0006949,Passenger,Slight,Female,61
,,10MU0006973,Driver,Slight,Female,23
,,10BA0512496,Driver,Slight,Female,37
,,10BA0512561,Driver,Slight,Male,32
,,10BA0513402,Driver,Slight,Female,57
,,10BA0517183,Driver,Slight,Female,43
,,10MU0006945,Driver,Slight,Male,21
,,10AA0514362,Passenger,Slight,Female,53
,,10AA0515611,Driver,Slight,Male,38
,,10AA0517947,Passenger,Slight,Female,30
,,10AA0533732,Driver,Slight,Female,36
,,10AA0533732,Passenger,Slight,Female,22
,,10BA0514491,Pedestrian,Slight,Female,13
,,10MU0006955,Driver,Slight,Male,50
,,10MU0006955,Passenger,Slight,Female,61
,,10MU0696610,Driver,Slight,Male,36
,,10BA0517233,Driver,Slight,Male,71
,,10BA0521045,Driver,Slight,Male,45
,,10CA0515735,Driver,Slight,Male,19
,,10CA0515735,Driver,Slight,Male,23
,,10AA0543733,Driver,Slight,Male,33
,,10AA0543733,Passenger,Slight,Male,16
,,10AA0543733,Passenger,Slight,Female,10
,,10BA0516980,Driver,Slight,Female,30
,,10MU0006974,Driver,Slight,Female,26
,,10AA0517605,Passenger,Slight,Male,24
,,10AA0517605,Passenger,Slight,Female,23
,,10MU0006969,Passenger,Slight,Female,17
,,10MU0006969,Passenger,Slight,Female,39
,,10AA0519129,Driver,Serious,Male,44
,,10AA0519186,Driver,Slight,Male,26
,,10AA0519578,Pedestrian,Slight,Male,21
,,10BA0519239,Driver,Slight,Male,72
,,10BA0519242,Driver,Slight,Female,41
,,10BA0519390,Driver,Serious,Female,39
,,10BA0519390,Passenger,Slight,Female,5
,,10BA0519440,Driver,Slight,Female,38
,,10BA0523101,Driver,Slight,Female,29
,,10BA0524035,Driver,Slight,Male,38
,,10BA0548079,Driver,Slight,Female,41
,,10AA0520420,Driver,Slight,Male,53
,,10AA0520599,Pedestrian,Slight,Female,17
,,10CA0521428,Passenger,Slight,Female,25
,,10CA0521955,Driver,Slight,Female,28
,,10AA0522624,Driver,Slight,Female,69
,,10AA0523005,Driver,Slight,Male,72
,,10AA0523005,Passenger,Slight,Female,59
,,10BA0523072,Pedestrian,Slight,Male,42
,,10BA0523132,Pedestrian,Slight,Female,57
,,10CA0521587,Passenger,Slight,Male,35
,,10CA0521587,Passenger,Slight,Male,26
,,10CA0521587,Driver,Slight,Male,30
,,10AA0524523,Driver,Slight,Female,24
,,10BA0524513,Driver,Slight,Female,24
,,10BA0524513,Passenger,Slight,Male,3
,,10BA0524704,Driver,Slight,Female,20
,,10AA0526391,Driver,Slight,Male,20
,,10BA0525516,Driver,Slight,Male,29
,,10BA0525516,Passenger,Slight,Female,39
,,10BA0525589,Pedestrian,Serious,Male,53
,,10BA0526595,Pedestrian,Slight,Male,15
,,10CA0526900,Passenger,Serious,Female,71
,,10AA0527068,Pedestrian,Slight,Female,79
,,10BA0526775,Driver,Slight,Male,32
,,10BA0526775,Passenger,Slight,Female,51
,,10BA0528316,Passenger,Slight,Male,31
,,10BA0528553,Driver,Slight,Female,48
,,10BA0532967,Passenger,Slight,Female,29
,,10CA0526933,Pedestrian,Slight,Female,23
,,10CA0527499,Pedestrian,Slight,Female,51
,,10CA0527502,Driver,Slight,Female,34
,,10CA0527502,Driver,Slight,Female,48
,,10CA0528269,Pedestrian,Slight,Male,29
,,10CA0528479,Driver,Slight,Female,20
,,10MU0527628,Driver,Slight,Male,48
,,10MU0528480,Driver,Slight,Female,52
,,10AA0528190,Driver,Slight,Male,28
,,10AA0528767,Driver,Slight,Female,26
,,10AA0528767,Passenger,Slight,Female,24
,,10BA0528452,Passenger,Slight,Male,4
,,10BA0529322,Driver,Slight,Female,61
,,10CA0528516,Driver,Serious,Male,37
,,10CA0528951,Passenger,Slight,Female,58
,,10CA0528951,Passenger,Slight,Female,38
,,10CA0529809,Passenger,Slight,Female,21
,,10CA0533706,Pedestrian,Slight,Male,37
,,10BA0529716,Driver,Slight,Female,45
,,10BA0530059,Driver,Slight,Male,61
,,10BA0530059,Driver,Slight,Female,37
,,10BA0530154,Pedestrian,Slight,Male,21
,,10BA0531902,Driver,Slight,Male,24
,,10BA0531902,Driver,Slight,Male,36
,,10BA0531902,Passenger,Slight,Female,58
,,10CA0531135,Driver,Slight,Female,35
,,10CA0531977,Passenger,Slight,Female,33
,,10CA0533407,Driver,Slight,Male,32
,,10AA0533766,Driver,Slight,Male,19
,,10AA0533824,Driver,Slight,Male,28
,,10AA0534067,Driver,Slight,Male,37
,,10CA0532859,Pedestrian,Slight,Male,25
,,10CA0533828,Driver,Slight,Male,24
,,10AA0535474,Pedestrian,Slight,Male,23
,,10AA0535474,Driver,Slight,Male,32
,,10AA0545773,Passenger,Slight,Female,84
,,10BA0535305,Passenger,Slight,Female,20
,,10BA0535478,Driver,Slight,Male,50
,,10CA0535332,Driver,Slight,Male,33
,,10CA0536262,Driver,Serious,Male,39
,,10MU0534948,Driver,Slight,Male,47
,,10BA0536602,Driver,Slight,Male,31
,,10BA0537587,Driver,Slight,Female,17
,,10BA0537587,Passenger,Serious,Female,18
,,10CA0536254,Driver,Slight,Female,23
,,10CA0537304,Pedestrian,Serious,Male,61
,,10AA0538540,Driver,Slight,Male,41
,,10AA0540079,Driver,Slight,Female,57
,,10BA0538127,Pedestrian,Slight,Male,57
,,10BA0538816,Driver,Slight,Male,28
,,10BA0538816,Passenger,Slight,Female,48
,,10BA0538943,Passenger,Slight,Female,28
,,10BA0538970,Driver,Slight,Male,25
,,10CA0538551,Driver,Slight,Female,30
,,10CA0538551,Driver,Slight,Female,34
,,10CA0538792,Driver,Slight,Male,58
,,10CA0540765,Pedestrian,Slight,Male,13
,,10CA0540799,Driver,Slight,Male,50
,,10AA0539269,Pedestrian,Serious,Male,21
,,10AA0547540,Driver,Slight,Male,40
,,10CA0540333,Passenger,Slight,Male,20
,,10CA0540333,Passenger,Slight,Male,19
,,10CA0540333,Passenger,Slight,Male,22
,,10BA0541121,Driver,Slight,Male,64
,,10BA0545533,Driver,Slight,Male,24
,,10MU0541201,Passenger,Slight,Female,46
,,10AA0541793,Driver,Slight,Female,25
,,10AA0544154,Passenger,Slight,Female,83
,,10CA0542713,Driver,Slight,Male,65
,,10CA0542713,Driver,Slight,Male,47
,,10CA0542906,Driver,Slight,Male,31
,,10MU0542950,Passenger,Slight,Female,18
,,10MU0543126,Driver,Slight,Male,28
,,10MU0543126,Passenger,Slight,Male,27
,,10AA0544072,Driver,Slight,Male,26
,,10AA0544072,Driver,Slight,Male,25
,,10AA0544072,Passenger,Slight,Female,24
,,10AA0544072,Passenger,Slight,Male,34
,,10AA0544072,Passenger,Slight,Male,20
,,10BA0544194,Driver,Slight,Female,32
,,10BA0544252,Driver,Slight,Male,22
,,10CA0543862,Driver,Slight,Female,68
,,10CA0543862,Driver,Slight,Female,38
,,10CA0543862,Passenger,Slight,Female,21
,,10CA0544513,Passenger,Slight,Female,24
,,10AA0545867,Pedestrian,Slight,Female,18
,,10AA0545867,Pedestrian,Slight,Female,19
,,10CA0545323,Passenger,Slight,Female,39
,,10CA0546220,Pedestrian,Slight,Female,28
,,10MU0546061,Driver,Slight,Male,40
,,10AA0546472,Driver,Slight,Male,40
,,10AA0546472,Driver,Slight,Male,35
,,10AA0547105,Pedestrian,Slight,Male,43
,,10BA0546550,Driver,Slight,Male,18
,,10BA0546647,Driver,Slight,Female,24
,,10BA0546647,Driver,Slight,Female,61
,,10BA0546647,Passenger,Slight,Female,28
,,10CA0546566,Pedestrian,Serious,Female,33
,,10CA0547334,Driver,Slight,Male,75
,,10CA0547334,Driver,Slight,Female,29
,,10CA0547334,Driver,Slight,Male,30
,,10CA0547334,Passenger,Slight,Male,6
,,10CA0547384,Passenger,Slight,Female,76
,,10AA0024591,Driver,Slight,Male,33
,,10AA0024591,Driver,Slight,Male,26
,,10AA0548538,Driver,Slight,Male,42
,,10BA0012734,Passenger,Serious,Female,29
,,10CA0548734,Pedestrian,Fatal,Male,35
,,10CA0548925,Driver,Slight,Male,55
,,10CA0548925,Passenger,Slight,Male,17
,,10CA0549216,Pedestrian,Serious,Female,3
,,10AA0550784,Driver,Slight,Male,39
,,10CA0550122,Driver,Slight,Male,26
,,10MU0549754,Driver,Slight,Male,75
,,10AA0550633,Pedestrian,Serious,Female,56
,,10AA0003345,Driver,Slight,Male,21
,,10AA0552240,Passenger,Slight,Male,19
,,10AA0552936,Pedestrian,Slight,Male,6
,,10BA0552703,Driver,Slight,Female,30
,,10CA0552167,Driver,Slight,Female,42
,,10CA0552763,Pedestrian,Slight,Male,22
,,10AA0553944,Pedestrian,Slight,Male,20
,,10BA0553559,Driver,Slight,Female,40
,,10BA0553971,Passenger,Slight,Female,43
,,10CA0555785,Pedestrian,Slight,Male,25
,,10AA0000088,Pedestrian,Fatal,Male,16
,,10AA0000206,Pedestrian,Slight,Male,24
,,10AA0555582,Driver,Slight,Male,58
,,10BA0555070,Passenger,Serious,Female,84
