Local Authority Reference,Works Status,Works Type,Category Of Works,Accident Ref No.,Casualty Class
,,,,10CA0006553,Driver
,,,,10CA0006553,Driver
,,,,10CA0006553,Passenger
,,,,10CA0006553,Passenger
,,,,10CA0006566,Pedestrian
,,,,10AA0006510,Driver
,,,,10AA0006524,Driver
,,,,10AA0006527,Passenger
,,,,10AA0006528,Driver
,,,,10BA0006512,Driver
,,,,10BA0006529,Passenger
,,,,10CA0006772,Driver
,,,,10AA0006537,Driver
,,,,10AA0006543,Driver
,,,,10BA0006520,Pedestrian
,,,,10BA0006525,Passenger
,,,,10BA0006525,Passenger
,,,,10CA0006564,Driver
,,,,10CA0006564,Driver
,,,,10CA0006564,Passenger
,,,,10CA0006565,Driver
,,,,10CA0006565,Driver
,,,,10AA0006567,Driver
,,,,10BA0006557,Driver
,,,,10BA0006558,Pedestrian
,,,,10CA0006535,Driver
,,,,10BA0006555,Driver
,,,,10BA0006569,Pedestrian
,,,,10BA0006610,Passenger
,,,,10CA0006657,Driver
,,,,10CA0467680,Driver
,,,,10CA0467680,Passenger
,,,,10AA0006574,Passenger
,,,,10AA0006580,Driver
,,,,10AA0006580,Passenger
,,,,10AA0006587,Pedestrian
,,,,10AA0006597,Driver
,,,,10AA0006599,Passenger
,,,,10BA0006633,Driver
,,,,10BA0006683,Driver
,,,,10BA0006683,Passenger
,,,,10BA0006683,Passenger
,,,,10CA0006581,Driver
,,,,10CA0006594,Pedestrian
,,,,10AA0006588,Driver
,,,,10AA0006588,Driver
,,,,10AA0006591,Driver
,,,,10AA0006593,Driver
,,,,10AA0446785,Driver
,,,,10BA0006613,Driver
,,,,10BA0006613,Passenger
,,,,10BA0006619,Driver
,,,,10BA0006619,Passenger
,,,,10BA0006620,Pedestrian
,,,,10BA0006641,Driver
,,,,10BA0006647,Driver
,,,,10BA0006647,Passenger
,,,,10BA0006647,Passenger
,,,,10BA0006684,Driver
,,,,10CA0006578,Driver
,,,,10CA0006583,Driver
,,,,10CA0006583,Passenger
,,,,10CA0006608,Pedestrian
,,,,10AA0006600,Driver
,,,,10AA0006612,Passenger
,,,,10BA0006605,Passenger
,,,,10BA0006605,Passenger
,,,,10BA0006605,Passenger
,,,,10BA0006895,Driver
,,,,10CA0006592,Passenger
,,,,10CA0006623,Driver
,,,,10AA0006598,Driver
,,,,10BA0006614,Driver
,,,,10BA0006628,Driver
,,,,10BA0006628,Driver
,,,,10BA0006634,Driver
,,,,10BA0006634,Driver
,,,,10BA0006634,Passenger
,,,,10BA0006635,Driver
,,,,10MU0006627,Driver
,,,,10AA0006579,Driver
,,,,10AA0006579,Driver
,,,,10AA0006579,Passenger
,,,,10AA0006579,Passenger
,,,,10BA0006639,Driver
,,,,10BA0006639,Passenger
,,,,10BA0006697,Passenger
,,,,10BA0006873,Passenger
,,,,10CA0006604,Driver
,,,,10MU0006646,Driver
,,,,10MU0006651,Driver
,,,,10AA0452087,Pedestrian
,,,,10AA0452223,Driver
,,,,10AA0452223,Driver
,,,,10AA0452229,Passenger
,,,,10AA0452590,Driver
,,,,10BA0006632,Passenger
,,,,10BA0006642,Driver
,,,,10BA0006642,Driver
,,,,10BA0006680,Driver
,,,,10CA0451879,Pedestrian
,,,,10CA0452218,Driver
,,,,10AA0453772,Driver
,,,,10BA0006648,Driver
,,,,10BA0006659,Pedestrian
,,,,10BA0006695,Driver
,,,,10CA0454126,Driver
,,,,10CA0454179,Pedestrian
,,,,10CA0455480,Passenger
,,,,10AA0455100,Driver
,,,,10AA0456208,Driver
,,,,10BA0006653,Pedestrian
,,,,10BA0006654,Passenger
,,,,10CA0454919,Pedestrian
,,,,10CA0456410,Driver
,,,,10CA0456410,Passenger
,,,,10CA0458730,Passenger
,,,,10MU0006681,Driver
,,,,10AA0456912,Pedestrian
,,,,10AA0457814,Driver
,,,,10AA0460820,Passenger
,,,,10MU0006674,Driver
,,,,10AA0466695,Driver
,,,,10BA0006761,Driver
,,,,10CA0458597,Driver
,,,,10CA0500510,Driver
,,,,10MU0006691,Driver
,,,,10AA0461428,Pedestrian
,,,,10AA0461902,Pedestrian
,,,,10CA0460796,Passenger
,,,,10CA0461279,Driver
,,,,10CA0470778,Driver
,,,,10AA0462531,Pedestrian
,,,,10AA0464194,Driver
,,,,10CA0461633,Pedestrian
,,,,10CA0461633,Pedestrian
,,,,10CA0461896,Driver
,,,,10CA0462582,Passenger
,,,,10MU0462339,Driver
,,,,10MU0462339,Passenger
,,,,10AA0464801,Driver
,,,,10AA0467879,Driver
,,,,10AA0467879,Passenger
,,,,10BA0006731,Driver
,,,,10BA0006731,Driver
,,,,10BA0006734,Pedestrian
,,,,10CA0006705,Driver
,,,,10CA0006705,Passenger
,,,,10CA0470810,Driver
,,,,10CA0471270,Pedestrian
,,,,10CA0493705,Passenger
,,,,10AA0466485,Driver
,,,,10AA0466757,Driver
,,,,10AA0466842,Driver
,,,,10BA0006727,Driver
,,,,10BA0006727,Passenger
,,,,10CA0466552,Driver
,,,,10CA0466552,Driver
,,,,10CA0466552,Passenger
,,,,10CA0466896,Driver
,,,,10CA0466896,Driver
,,,,10MU0006722,Driver
,,,,10MU0006722,Driver
,,,,10MU0006722,Driver
,,,,10AA0467110,Driver
,,,,10BA0006747,Driver
,,,,10BA0006759,Driver
,,,,10BA0006784,Driver
,,,,10BA0006987,Pedestrian
,,,,10BA0006987,Pedestrian
,,,,10BA0467013,Driver
,,,,10BA0467013,Passenger
,,,,10BA0475621,Driver
,,,,10CA0468431,Driver
,,,,10CA0468431,Passenger
,,,,10CA0469328,Pedestrian
,,,,10AA0470357,Passenger
,,,,10BA0006729,Driver
,,,,10BA0006730,Driver
,,,,10BA0006735,Driver
,,,,10BA0006767,Driver
,,,,10BA0006767,Driver
,,,,10BA0006782,Driver
,,,,10BA0006785,Driver
,,,,10CA0469639,Driver
,,,,10CA0471466,Driver
,,,,10AA0471613,Driver
,,,,10AA0472086,Pedestrian
,,,,10AA0472154,Pedestrian
,,,,10AA0476476,Pedestrian
,,,,10AA0478014,Driver
,,,,10BA0006744,Pedestrian
,,,,10BA0006768,Driver
,,,,10BA0006781,Driver
,,,,10BA0006781,Passenger
,,,,10BA0006781,Passenger
,,,,10BA0006781,Passenger
,,,,10CA0472533,Passenger
,,,,10MU0006753,Driver
,,,,10MU0006753,Driver
,,,,10MU0006753,Passenger
,,,,10MU0006753,Passenger
,,,,10MU0006753,Passenger
,,,,10MU0006753,Passenger
,,,,10MU0006760,Driver
,,,,10AA0523442,Pedestrian
,,,,10BA0006779,Driver
,,,,10CA0473584,Passenger
,,,,10CA0473584,Driver
,,,,10AA0475512,Pedestrian
,,,,10AA0476709,Driver
,,,,10BA0006794,Driver
,,,,10CA0475732,Driver
,,,,10CA0476608,Driver
,,,,10CA0476608,Passenger
,,,,10CA0478118,Driver
,,,,10CA0484061,Driver
,,,,10MU0006795,Driver
,,,,10MU0006795,Passenger
,,,,10AA0477698,Driver
,,,,10BA0006790,Driver
,,,,10BA0006790,Passenger
,,,,10BA0006790,Passenger
,,,,10BA0006790,Passenger
,,,,10BA0006791,Driver
,,,,10BA0006802,Driver
,,,,10BA0006802,Driver
,,,,10BA0006802,Passenger
,,,,10CA0006814,Pedestrian
,,,,10CA0477756,Passenger
,,,,10CA0478680,Driver
,,,,10CA0479145,Driver
,,,,10CA0479145,Passenger
,,,,10CA0479145,Passenger
,,,,10AA0479282,Driver
,,,,10AA0480159,Driver
,,,,10AA0480159,Passenger
,,,,10BA0006808,Driver
,,,,10BA0006808,Passenger
,,,,10BA0006816,Driver
,,,,10BA0006816,Passenger
,,,,10BA0006816,Passenger
,,,,10BA0006817,Driver
,,,,10BA0006823,Driver
,,,,10BA0006823,Driver
,,,,10BA0006823,Passenger
,,,,10CA0480108,Driver
,,,,10CA0480282,Pedestrian
,,,,10CA0480746,Pedestrian
,,,,10MU0006803,Driver
,,,,10MU0480952,Driver
,,,,10MU0480952,Passenger
,,,,10AA0481130,Driver
,,,,10AA0481130,Passenger
,,,,10AA0482051,Passenger
,,,,10AA0482051,Passenger
,,,,10AA0482580,Driver
,,,,10AA0482580,Driver
,,,,10AA0482580,Passenger
,,,,10BA0006835,Pedestrian
,,,,10BA0006850,Driver
,,,,10CA0481482,Driver
,,,,10CA0481482,Passenger
,,,,10CA0481482,Passenger
,,,,10CA0482639,Driver
,,,,10CA0482639,Driver
,,,,10MU0006824,Driver
,,,,10MU0006824,Driver
,,,,10AA0484080,Driver
,,,,10AA0484080,Driver
,,,,10AA0484322,Pedestrian
,,,,10AA0484322,Pedestrian
,,,,10CA0486894,Driver
,,,,10CA491750,Passenger
,,,,10AA0485772,Driver
,,,,10AA0485772,Passenger
,,,,10BA0006846,Driver
,,,,10BA0006863,Driver
,,,,10CA0485715,Driver
,,,,10CA0485964,Driver
,,,,10AA0488909,Driver
,,,,10AA0491735,Driver
,,,,10AA0491735,Passenger
,,,,10AA0488636,Driver
,,,,10AA0488636,Driver
,,,,10BA0488838,Driver
,,,,10BA0488839,Pedestrian
,,,,10BA0490326,Driver
,,,,10BA0490326,Driver
,,,,10CA0488335,Pedestrian
,,,,10MU0006854,Driver
,,,,10AA0489926,Passenger
,,,,10AA0490609,Driver
,,,,10AA0500283,Driver
,,,,10BA0553573,Driver
,,,,10AA0492628,Driver
,,,,10BA0492609,Passenger
,,,,10CA0492106,Pedestrian
,,,,10CA0492120,Passenger
,,,,10CA0492158,Pedestrian
,,,,10CA0493713,Passenger
,,,,10CA0500021,Driver
,,,,10MU0006894,Driver
,,,,10MU0006906,Driver
,,,,10MU0006906,Driver
,,,,10MU0006906,Driver
,,,,10MU0006906,Driver
,,,,10BA0492799,Driver
,,,,10BA0494216,Driver
,,,,10BA0494216,Driver
,,,,10BA0495403,Pedestrian
,,,,10BA0499476,Passenger
,,,,10CA0006879,Driver
,,,,10CA0494436,Driver
,,,,10AA0495747,Driver
,,,,10AA0495883,Driver
,,,,10AA0495883,Driver
,,,,10AA0495883,Driver
,,,,10AA0495883,Passenger
,,,,10AA0495886,Driver
,,,,10AA0495886,Passenger
,,,,10AA0496012,Pedestrian
,,,,10AA0496012,Driver
,,,,10AA0496136,Driver
,,,,10AA0496141,Driver
,,,,10AA0497282,Driver
,,,,10BA0496053,Driver
,,,,10CA0495362,Driver
,,,,10CA0495383,Driver
,,,,10CA0496035,Driver
,,,,10CA0496035,Driver
,,,,10CA0496035,Passenger
,,,,10CA0496432,Driver
,,,,10MU0006898,Driver
,,,,10AA0497283,Driver
,,,,10AA0497652,Pedestrian
,,,,10BA0497363,Driver
,,,,10CA0497270,Passenger
,,,,10CA0497331,Pedestrian
,,,,10CA0513965,Pedestrian
,,,,10MU0006901,Driver
,,,,10BA0500018,Pedestrian
,,,,10AA0499796,Driver
,,,,10AA0500777,Pedestrian
,,,,10AA0503117,Pedestrian
,,,,10BA0499016,Passenger
,,,,10BA0499016,Passenger
,,,,10BA0500452,Passenger
,,,,10CA0500345,Pedestrian
,,,,10CA0500444,Driver
,,,,10AA0502145,Pedestrian
,,,,10AA0502259,Passenger
,,,,10AA0502437,Driver
,,,,10AA0502760,Driver
,,,,10AA0503234,Passenger
,,,,10AA0503234,Passenger
,,,,10BA0502461,Passenger
,,,,10BA0502461,Passenger
,,,,10BA0502461,Passenger
,,,,10BA0502461,Passenger
,,,,10BA0502638,Driver
,,,,10BA0502638,Driver
,,,,10BA0504974,Driver
,,,,10CA0501569,Passenger
,,,,10CA0502695,Driver
,,,,10AA0504026,Pedestrian
,,,,10AA0509834,Driver
,,,,10BA0503891,Driver
,,,,10BA0503891,Driver
,,,,10BA0504045,Driver
,,,,10BA0504045,Driver
,,,,10BA0504045,Passenger
,,,,10BA0504045,Passenger
,,,,10BA0504096,Driver
,,,,10BA0504522,Driver
,,,,10BA0504522,Driver
,,,,10CA0503242,Driver
,,,,10CA0503242,Driver
,,,,10CA0505031,Pedestrian
,,,,10CA0542818,Driver
,,,,10MU0006910,Driver
,,,,10AA0505542,Passenger
,,,,10AA0505547,Pedestrian
,,,,10AA0506119,Driver
,,,,10AA0508423,Driver
,,,,10BA0056566,Driver
,,,,10BA0504692,Driver
,,,,10BA0505521,Driver
,,,,10BA0505521,Driver
,,,,10BA0505521,Passenger
,,,,10BA0506117,Driver
,,,,10BA0514078,Pedestrian
,,,,10CA0504576,Driver
,,,,10CA0504710,Pedestrian
,,,,10CA0506220,Driver
,,,,10AA0506981,Pedestrian
,,,,10AA0507521,Passenger
,,,,10BA0507823,Driver
,,,,10BA0509174,Driver
,,,,10BA0509174,Passenger
,,,,10BA0516577,Driver
,,,,10MU0507777,Driver
,,,,10MU0507777,Driver
,,,,10MU0507777,Passenger
,,,,10MU0507777,Passenger
,,,,10MU0507777,Passenger
,,,,10AA0513815,Driver
,,,,10BA0509655,Driver
,,,,10BA0509655,Driver
,,,,10BA0516746,Driver
,,,,10CA0509242,Pedestrian
,,,,10CA0511888,Pedestrian
,,,,10MU0006915,Passenger
,,,,10AA0510216,Driver
,,,,10BA0512805,Pedestrian
,,,,10CA0509564,Driver
,,,,10BA0513525,Driver
,,,,10CA0511483,Driver
,,,,10CA0511483,Driver
,,,,10CA0511705,Passenger
,,,,10MU0006936,Driver
,,,,10MU0006948,Driver
,,,,10MU0006948,Driver
,,,,10MU0006949,Driver
,,,,10MU0006949,Passenger
,,,,10MU0006973,Driver
,,,,10BA0512496,Driver
,,,,10BA0512561,Driver
,,,,10BA0513402,Driver
,,,,10BA0517183,Driver
,,,,10MU0006945,Driver
,,,,10AA0514362,Passenger
,,,,10AA0515611,Driver
,,,,10AA0517947,Passenger
,,,,10AA0533732,Driver
,,,,10AA0533732,Passenger
,,,,10BA0514491,Pedestrian
,,,,10MU0006955,Driver
,,,,10MU0006955,Passenger
,,,,10MU0696610,Driver
,,,,10BA0517233,Driver
,,,,10BA0521045,Driver
,,,,10CA0515735,Driver
,,,,10CA0515735,Driver
,,,,10AA0543733,Driver
,,,,10AA0543733,Passenger
,,,,10AA0543733,Passenger
,,,,10BA0516980,Driver
,,,,10MU0006974,Driver
,,,,10AA0517605,Passenger
,,,,10AA0517605,Passenger
,,,,10MU0006969,Passenger
,,,,10MU0006969,Passenger
,,,,10AA0519129,Driver
,,,,10AA0519186,Driver
,,,,10AA0519578,Pedestrian
,,,,10BA0519239,Driver
,,,,10BA0519242,Driver
,,,,10BA0519390,Driver
,,,,10BA0519390,Passenger
,,,,10BA0519440,Driver
,,,,10BA0523101,Driver
,,,,10BA0524035,Driver
,,,,10BA0548079,Driver
,,,,10AA0520420,Driver
,,,,10AA0520599,Pedestrian
,,,,10CA0521428,Passenger
,,,,10CA0521955,Driver
,,,,10AA0522624,Driver
,,,,10AA0523005,Driver
,,,,10AA0523005,Passenger
,,,,10BA0523072,Pedestrian
,,,,10BA0523132,Pedestrian
,,,,10CA0521587,Passenger
,,,,10CA0521587,Passenger
,,,,10CA0521587,Driver
,,,,10AA0524523,Driver
,,,,10BA0524513,Driver
,,,,10BA0524513,Passenger
,,,,10BA0524704,Driver
,,,,10AA0526391,Driver
,,,,10BA0525516,Driver
,,,,10BA0525516,Passenger
,,,,10BA0525589,Pedestrian
,,,,10BA0526595,Pedestrian
,,,,10CA0526900,Passenger
,,,,10AA0527068,Pedestrian
,,,,10BA0526775,Driver
,,,,10BA0526775,Passenger
,,,,10BA0528316,Passenger
,,,,10BA0528553,Driver
,,,,10BA0532967,Passenger
,,,,10CA0526933,Pedestrian
,,,,10CA0527499,Pedestrian
,,,,10CA0527502,Driver
,,,,10CA0527502,Driver
,,,,10CA0528269,Pedestrian
,,,,10CA0528479,Driver
,,,,10MU0527628,Driver
,,,,10MU0528480,Driver
,,,,10AA0528190,Driver
,,,,10AA0528767,Driver
,,,,10AA0528767,Passenger
,,,,10BA0528452,Passenger
,,,,10BA0529322,Driver
,,,,10CA0528516,Driver
,,,,10CA0528951,Passenger
,,,,10CA0528951,Passenger
,,,,10CA0529809,Passenger
,,,,10CA0533706,Pedestrian
,,,,10BA0529716,Driver
,,,,10BA0530059,Driver
,,,,10BA0530059,Driver
,,,,10BA0530154,Pedestrian
,,,,10BA0531902,Driver
,,,,10BA0531902,Driver
,,,,10BA0531902,Passenger
,,,,10CA0531135,Driver
,,,,10CA0531977,Passenger
,,,,10CA0533407,Driver
,,,,10AA0533766,Driver
,,,,10AA0533824,Driver
,,,,10AA0534067,Driver
,,,,10CA0532859,Pedestrian
,,,,10CA0533828,Driver
,,,,10AA0535474,Pedestrian
,,,,10AA0535474,Driver
,,,,10AA0545773,Passenger
,,,,10BA0535305,Passenger
,,,,10BA0535478,Driver
,,,,10CA0535332,Driver
,,,,10CA0536262,Driver
,,,,10MU0534948,Driver
,,,,10BA0536602,Driver
,,,,10BA0537587,Driver
,,,,10BA0537587,Passenger
,,,,10CA0536254,Driver
,,,,10CA0537304,Pedestrian
,,,,10AA0538540,Driver
,,,,10AA0540079,Driver
,,,,10BA0538127,Pedestrian
,,,,10BA0538816,Driver
,,,,10BA0538816,Passenger
,,,,10BA0538943,Passenger
,,,,10BA0538970,Driver
,,,,10CA0538551,Driver
,,,,10CA0538551,Driver
,,,,10CA0538792,Driver
,,,,10CA0540765,Pedestrian
,,,,10CA0540799,Driver
,,,,10AA0539269,Pedestrian
,,,,10AA0547540,Driver
,,,,10CA0540333,Passenger
,,,,10CA0540333,Passenger
,,,,10CA0540333,Passenger
,,,,10BA0541121,Driver
,,,,10BA0545533,Driver
,,,,10MU0541201,Passenger
,,,,10AA0541793,Driver
,,,,10AA0544154,Passenger
,,,,10CA0542713,Driver
,,,,10CA0542713,Driver
,,,,10CA0542906,Driver
,,,,10MU0542950,Passenger
,,,,10MU0543126,Driver
,,,,10MU0543126,Passenger
,,,,10AA0544072,Driver
,,,,10AA0544072,Driver
,,,,10AA0544072,Passenger
,,,,10AA0544072,Passenger
,,,,10AA0544072,Passenger
,,,,10BA0544194,Driver
,,,,10BA0544252,Driver
,,,,10CA0543862,Driver
,,,,10CA0543862,Driver
,,,,10CA0543862,Passenger
,,,,10CA0544513,Passenger
,,,,10AA0545867,Pedestrian
,,,,10AA0545867,Pedestrian
,,,,10CA0545323,Passenger
,,,,10CA0546220,Pedestrian
,,,,10MU0546061,Driver
,,,,10AA0546472,Driver
,,,,10AA0546472,Driver
,,,,10AA0547105,Pedestrian
,,,,10BA0546550,Driver
,,,,10BA0546647,Driver
,,,,10BA0546647,Driver
,,,,10BA0546647,Passenger
,,,,10CA0546566,Pedestrian
,,,,10CA0547334,Driver
,,,,10CA0547334,Driver
,,,,10CA0547334,Driver
,,,,10CA0547334,Passenger
,,,,10CA0547384,Passenger
,,,,10AA0024591,Driver
,,,,10AA0024591,Driver
,,,,10AA0548538,Driver
,,,,10BA0012734,Passenger
,,,,10CA0548734,Pedestrian
,,,,10CA0548925,Driver
,,,,10CA0548925,Passenger
,,,,10CA0549216,Pedestrian
,,,,10AA0550784,Driver
,,,,10CA0550122,Driver
,,,,10MU0549754,Driver
,,,,10AA0550633,Pedestrian
,,,,10AA0003345,Driver
,,,,10AA0552240,Passenger
,,,,10AA0552936,Pedestrian
,,,,10BA0552703,Driver
,,,,10CA0552167,Driver
,,,,10CA0552763,Pedestrian
,,,,10AA0553944,Pedestrian
,,,,10BA0553559,Driver
,,,,10BA0553971,Passenger
,,,,10CA0555785,Pedestrian
,,,,10AA0000088,Pedestrian
,,,,10AA0000206,Pedestrian
,,,,10AA0555582,Driver
,,,,10BA0555070,Passenger
