Category Of Works,Accident Ref No.,Sex of Casualty,Age of Casualty,Latitude,Longitude,ActivityStartDateTime,ActivityEndDateTime
,10BA0006816,Female,19,,,,
,10BA0006817,Female,26,,,,
,10BA0006823,Female,59,,,,
,10BA0006823,Female,29,,,,
,10BA0006823,Female,41,,,,
,10CA0480108,Male,54,,,,
,10CA0480282,Male,77,,,,
,10CA0480746,Female,27,,,,
,10MU0006803,Male,34,,,,
,10MU0480952,Female,19,,,,
,10MU0480952,Male,19,,,,
,10AA0481130,Male,39,,,,
,10AA0481130,Male,40,,,,
,10AA0482051,Female,24,,,,
,10AA0482051,Male,21,,,,
,10AA0482580,Male,28,,,,
,10AA0482580,Male,72,,,,
,10AA0482580,Male,45,,,,
,10BA0006835,Female,23,,,,
,10BA0006850,Male,38,,,,
,10CA0481482,Male,20,,,,
,10CA0481482,Female,26,,,,
,10CA0481482,Female,14,,,,
,10CA0482639,Female,69,,,,
,10CA0482639,Female,39,,,,
,10MU0006824,Female,27,,,,
,10MU0006824,Female,25,,,,
,10AA0484080,Male,29,,,,
,10AA0484080,Male,30,,,,
,10AA0484322,Female,22,,,,
,10AA0484322,Female,23,,,,
,10CA0486894,Female,22,,,,
,10CA491750,Female,51,,,,
,10AA0485772,Male,53,,,,
,10AA0485772,Male,25,,,,
,10BA0006846,Male,64,,,,
,10BA0006863,Male,30,,,,
,10CA0485715,Male,30,,,,
,10CA0485964,Male,15,,,,
,10AA0488909,Female,22,,,,
,10AA0491735,Female,63,,,,
,10AA0491735,Female,29,,,,
,10AA0488636,Female,32,,,,
,10AA0488636,Female,45,,,,
,10BA0488838,Male,18,,,,
,10BA0488839,Female,72,,,,
,10BA0490326,Female,67,,,,
,10BA0490326,Female,46,,,,
,10CA0488335,Male,25,,,,
,10MU0006854,Male,36,,,,
,10AA0489926,Female,58,,,,
,10AA0490609,Female,19,,,,
,10AA0500283,Male,47,,,,
,10BA0553573,Female,58,,,,
,10AA0492628,Male,20,,,,
,10BA0492609,Male,16,,,,
,10CA0492106,Male,12,,,,
,10CA0492120,Female,81,,,,
,10CA0492158,Female,13,,,,
,10CA0493713,Female,45,,,,
,10CA0500021,Male,17,,,,
,10MU0006894,Female,47,,,,
,10MU0006906,Male,59,,,,
,10MU0006906,Male,29,,,,
,10MU0006906,Male,35,,,,
,10MU0006906,Female,66,,,,
,10BA0492799,Female,45,,,,
,10BA0494216,Male,58,,,,
,10BA0494216,Female,25,,,,
,10BA0495403,Female,54,,,,
,10BA0499476,Female,89,,,,
,10CA0006879,Male,44,,,,
,10CA0494436,Female,29,,,,
,10AA0495747,Male,19,,,,
,10AA0495883,Female,23,,,,
,10AA0495883,Male,32,,,,
,10AA0495883,Female,26,,,,
,10AA0495883,Female,29,,,,
,10AA0495886,Male,75,,,,
,10AA0495886,Female,75,,,,
,10AA0496012,Female,62,,,,
,10AA0496012,Female,46,,,,
,10AA0496136,Male,54,,,,
,10AA0496141,Male,20,,,,
,10AA0497282,Female,31,,,,
,10BA0496053,Male,41,,,,
,10CA0495362,Male,61,,,,
,10CA0495383,Male,50,,,,
,10CA0496035,Male,38,,,,
,10CA0496035,Female,48,,,,
,10CA0496035,Male,20,,,,
,10CA0496432,Male,15,,,,
,10MU0006898,Male,40,,,,
,10AA0497283,Male,27,,,,
,10AA0497652,Male,25,,,,
,10BA0497363,Male,18,,,,
,10CA0497270,Male,52,,,,
,10CA0497331,Female,12,,,,
,10CA0513965,Male,36,,,,
,10MU0006901,Male,51,,,,
,10BA0500018,Male,11,,,,
,10AA0499796,Male,43,,,,
,10AA0500777,Male,19,,,,
,10AA0503117,Female,19,,,,
,10BA0499016,Male,20,,,,
,10BA0499016,Male,22,,,,
,10BA0500452,Female,32,,,,
,10CA0500345,Female,12,,,,
,10CA0500444,Female,38,,,,
,10AA0502145,Male,11,,,,
,10AA0502259,Female,64,,,,
,10AA0502437,Female,47,,,,
,10AA0502760,Male,30,,,,
,10AA0503234,Male,70,,,,
,10AA0503234,Female,73,,,,
,10BA0502461,Male,17,,,,
,10BA0502461,Male,16,,,,
,10BA0502461,Male,18,,,,
,10BA0502461,Male,17,,,,
,10BA0502638,Female,24,,,,
,10BA0502638,Male,21,,,,
,10BA0504974,Female,24,,,,
,10CA0501569,Female,57,,,,
,10CA0502695,Male,29,,,,
,10AA0504026,Male,36,,,,
,10AA0509834,Male,29,,,,
,10BA0503891,Male,61,,,,
,10BA0503891,Female,43,,,,
,10BA0504045,Male,27,,,,
,10BA0504045,Male,26,,,,
,10BA0504045,Female,22,,,,
,10BA0504045,Male,10,,,,
,10BA0504096,Male,43,,,,
,10BA0504522,Male,46,,,,
,10BA0504522,Female,29,,,,
,10CA0503242,Male,49,,,,
,10CA0503242,Male,41,,,,
,10CA0505031,Female,44,,,,
,10CA0542818,Female,57,,,,
,10MU0006910,Male,50,,,,
,10AA0505542,Male,1,,,,
,10AA0505547,Female,75,,,,
,10AA0506119,Male,18,,,,
,10AA0508423,Male,41,,,,
,10BA0056566,Male,44,,,,
,10BA0504692,Female,26,,,,
,10BA0505521,Male,53,,,,
,10BA0505521,Female,60,,,,
,10BA0505521,Male,63,,,,
,10BA0506117,Male,53,,,,
,10BA0514078,Female,18,,,,
,10CA0504576,Female,21,,,,
,10CA0504710,Female,22,,,,
,10CA0506220,Male,45,,,,
,10AA0506981,Female,39,,,,
,10AA0507521,Female,20,,,,
,10BA0507823,Female,46,,,,
,10BA0509174,Female,39,,,,
,10BA0509174,Female,13,,,,
,10BA0516577,Female,22,,,,
,10MU0507777,Male,30,,,,
,10MU0507777,Male,25,,,,
,10MU0507777,Male,38,,,,
,10MU0507777,Male,24,,,,
,10MU0507777,Male,19,,,,
,10AA0513815,Female,27,,,,
,10BA0509655,Female,19,,,,
,10BA0509655,Male,41,,,,
,10BA0516746,Male,39,,,,
,10CA0509242,Male,72,,,,
,10CA0511888,Female,16,,,,
,10MU0006915,Male,36,,,,
,10AA0510216,Female,24,,,,
,10BA0512805,Female,70,,,,
,10CA0509564,Female,41,,,,
,10BA0513525,Male,15,,,,
,10CA0511483,Female,27,,,,
,10CA0511483,Male,73,,,,
,10CA0511705,Female,70,,,,
,10MU0006936,Male,32,,,,
,10MU0006948,Female,28,,,,
,10MU0006948,Female,49,,,,
,10MU0006949,Male,62,,,,
,10MU0006949,Female,61,,,,
,10MU0006973,Female,23,,,,
,10BA0512496,Female,37,,,,
,10BA0512561,Male,32,,,,
,10BA0513402,Female,57,,,,
,10BA0517183,Female,43,,,,
,10MU0006945,Male,21,,,,
,10AA0514362,Female,53,,,,
,10AA0515611,Male,38,,,,
,10AA0517947,Female,30,,,,
,10AA0533732,Female,36,,,,
,10AA0533732,Female,22,,,,
,10BA0514491,Female,13,,,,
,10MU0006955,Male,50,,,,
,10MU0006955,Female,61,,,,
,10MU0696610,Male,36,,,,
,10BA0517233,Male,71,,,,
,10BA0521045,Male,45,,,,
,10CA0515735,Male,19,,,,
,10CA0515735,Male,23,,,,
,10AA0543733,Male,33,,,,
,10AA0543733,Male,16,,,,
,10AA0543733,Female,10,,,,
,10BA0516980,Female,30,,,,
,10MU0006974,Female,26,,,,
,10AA0517605,Male,24,,,,
,10AA0517605,Female,23,,,,
,10MU0006969,Female,17,,,,
,10MU0006969,Female,39,,,,
,10AA0519129,Male,44,,,,
,10AA0519186,Male,26,,,,
,10AA0519578,Male,21,,,,
,10BA0519239,Male,72,,,,
,10BA0519242,Female,41,,,,
,10BA0519390,Female,39,,,,
,10BA0519390,Female,5,,,,
,10BA0519440,Female,38,,,,
,10BA0523101,Female,29,,,,
,10BA0524035,Male,38,,,,
,10BA0548079,Female,41,,,,
,10AA0520420,Male,53,,,,
,10AA0520599,Female,17,,,,
,10CA0521428,Female,25,,,,
,10CA0521955,Female,28,,,,
,10AA0522624,Female,69,,,,
,10AA0523005,Male,72,,,,
,10AA0523005,Female,59,,,,
,10BA0523072,Male,42,,,,
,10BA0523132,Female,57,,,,
,10CA0521587,Male,35,,,,
,10CA0521587,Male,26,,,,
,10CA0521587,Male,30,,,,
,10AA0524523,Female,24,,,,
,10BA0524513,Female,24,,,,
,10BA0524513,Male,3,,,,
,10BA0524704,Female,20,,,,
,10AA0526391,Male,20,,,,
,10BA0525516,Male,29,,,,
,10BA0525516,Female,39,,,,
,10BA0525589,Male,53,,,,
,10BA0526595,Male,15,,,,
,10CA0526900,Female,71,,,,
,10AA0527068,Female,79,,,,
,10BA0526775,Male,32,,,,
,10BA0526775,Female,51,,,,
,10BA0528316,Male,31,,,,
,10BA0528553,Female,48,,,,
,10BA0532967,Female,29,,,,
,10CA0526933,Female,23,,,,
,10CA0527499,Female,51,,,,
,10CA0527502,Female,34,,,,
,10CA0527502,Female,48,,,,
,10CA0528269,Male,29,,,,
,10CA0528479,Female,20,,,,
,10MU0527628,Male,48,,,,
,10MU0528480,Female,52,,,,
,10AA0528190,Male,28,,,,
,10AA0528767,Female,26,,,,
,10AA0528767,Female,24,,,,
,10BA0528452,Male,4,,,,
,10BA0529322,Female,61,,,,
,10CA0528516,Male,37,,,,
,10CA0528951,Female,58,,,,
,10CA0528951,Female,38,,,,
,10CA0529809,Female,21,,,,
,10CA0533706,Male,37,,,,
,10BA0529716,Female,45,,,,
,10BA0530059,Male,61,,,,
,10BA0530059,Female,37,,,,
,10BA0530154,Male,21,,,,
,10BA0531902,Male,24,,,,
,10BA0531902,Male,36,,,,
,10BA0531902,Female,58,,,,
,10CA0531135,Female,35,,,,
,10CA0531977,Female,33,,,,
,10CA0533407,Male,32,,,,
,10AA0533766,Male,19,,,,
,10AA0533824,Male,28,,,,
,10AA0534067,Male,37,,,,
,10CA0532859,Male,25,,,,
,10CA0533828,Male,24,,,,
,10AA0535474,Male,23,,,,
,10AA0535474,Male,32,,,,
,10AA0545773,Female,84,,,,
,10BA0535305,Female,20,,,,
,10BA0535478,Male,50,,,,
,10CA0535332,Male,33,,,,
,10CA0536262,Male,39,,,,
,10MU0534948,Male,47,,,,
,10BA0536602,Male,31,,,,
,10BA0537587,Female,17,,,,
,10BA0537587,Female,18,,,,
,10CA0536254,Female,23,,,,
,10CA0537304,Male,61,,,,
,10AA0538540,Male,41,,,,
,10AA0540079,Female,57,,,,
,10BA0538127,Male,57,,,,
,10BA0538816,Male,28,,,,
,10BA0538816,Female,48,,,,
,10BA0538943,Female,28,,,,
,10BA0538970,Male,25,,,,
,10CA0538551,Female,30,,,,
,10CA0538551,Female,34,,,,
,10CA0538792,Male,58,,,,
,10CA0540765,Male,13,,,,
,10CA0540799,Male,50,,,,
,10AA0539269,Male,21,,,,
,10AA0547540,Male,40,,,,
,10CA0540333,Male,20,,,,
,10CA0540333,Male,19,,,,
,10CA0540333,Male,22,,,,
,10BA0541121,Male,64,,,,
,10BA0545533,Male,24,,,,
,10MU0541201,Female,46,,,,
,10AA0541793,Female,25,,,,
,10AA0544154,Female,83,,,,
,10CA0542713,Male,65,,,,
,10CA0542713,Male,47,,,,
,10CA0542906,Male,31,,,,
,10MU0542950,Female,18,,,,
,10MU0543126,Male,28,,,,
,10MU0543126,Male,27,,,,
,10AA0544072,Male,26,,,,
,10AA0544072,Male,25,,,,
,10AA0544072,Female,24,,,,
,10AA0544072,Male,34,,,,
,10AA0544072,Male,20,,,,
,10BA0544194,Female,32,,,,
,10BA0544252,Male,22,,,,
,10CA0543862,Female,68,,,,
,10CA0543862,Female,38,,,,
,10CA0543862,Female,21,,,,
,10CA0544513,Female,24,,,,
,10AA0545867,Female,18,,,,
,10AA0545867,Female,19,,,,
,10CA0545323,Female,39,,,,
,10CA0546220,Female,28,,,,
,10MU0546061,Male,40,,,,
,10AA0546472,Male,40,,,,
,10AA0546472,Male,35,,,,
,10AA0547105,Male,43,,,,
,10BA0546550,Male,18,,,,
,10BA0546647,Female,24,,,,
,10BA0546647,Female,61,,,,
,10BA0546647,Female,28,,,,
,10CA0546566,Female,33,,,,
,10CA0547334,Male,75,,,,
,10CA0547334,Female,29,,,,
,10CA0547334,Male,30,,,,
,10CA0547334,Male,6,,,,
,10CA0547384,Female,76,,,,
,10AA0024591,Male,33,,,,
,10AA0024591,Male,26,,,,
,10AA0548538,Male,42,,,,
,10BA0012734,Female,29,,,,
,10CA0548734,Male,35,,,,
,10CA0548925,Male,55,,,,
,10CA0548925,Male,17,,,,
,10CA0549216,Female,3,,,,
,10AA0550784,Male,39,,,,
,10CA0550122,Male,26,,,,
,10MU0549754,Male,75,,,,
,10AA0550633,Female,56,,,,
,10AA0003345,Male,21,,,,
,10AA0552240,Male,19,,,,
,10AA0552936,Male,6,,,,
,10BA0552703,Female,30,,,,
,10CA0552167,Female,42,,,,
,10CA0552763,Male,22,,,,
,10AA0553944,Male,20,,,,
,10BA0553559,Female,40,,,,
,10BA0553971,Female,43,,,,
,10CA0555785,Male,25,,,,
,10AA0000088,Male,16,,,,
,10AA0000206,Male,24,,,,
,10AA0555582,Male,58,,,,
,10BA0555070,Female,84,,,,
